words_list,labels
"['Income' 'base' 'pr' 'quota' '????' 'i' 'thnk' 'quota' 'systm' 'to'
 'hona' 'hi' 'ni' 'chaiye' ',' 'students' 'ko' 'unki' 'abilities' 'ke'
 'base' 'pr' 'adms' 'milna' 'chaiye']","['lang1' 'lang1' 'lang2' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2']"
"['Srk' 'fans' 'are' 'keeping' 'Hny' 'as' 'the' 'most' 'anticipated' 'film'
 'of' '2014' '😂' 'Then' 'why' 'was' 'HNY' ""'s"" 'opening' 'lower' 'than'
 'kick' 'in' 'real' 'terms' '?']","['name' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['Learn' 'to' 'listen' 'to' 'your' 'body' '.' 'I' 'am' 'trying' '.' 'Now'
 'I' 'know' 'when' 'to' 'have' 'a' 'banana' 'or' 'drink' 'water' 'to'
 'avoid' 'cramps' 'in' 'my' 'legs' 'after' 'running' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other']"
"['I' 'love' 'u' 'viru' '..' 'wish' 'you' 'very' 'very' 'happy' 'diwali'
 'nd' '#' '#best' 'wishes' 'team' 'india##']","['lang1' 'lang1' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'name']"
['@brindarana' 'Thank' 'you' 'for' 'sharing' 'Brinda'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'name']
['Lo' 'ji' 'ho' 'gya' 'superhit'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1']
"['@BhayanakPuppy' 'Annabelle' '.' 'I' 'cried' 'coz' 'I' 'was' 'laughing'
 'too' 'hard' '.']","['other' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
['@Selinarai131Rai' 'So' 'please' 'follow' 'me' 'friendship'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['Kohli' 'bhai' 'daadi' 'safaid' 'ho' 'gayi' 'aapki' ',' 'itni' 'tension'
 'mut' 'lo']","['name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang1' 'lang2' 'lang2']"
['Dangal' 'machega' 'movie' 'tkt' 'ke' 'lye'],['name' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2']
"['Bhai' 'this' 'message' 'is' 'for' 'the' 'time' 'when' 'ur' 'bat' 'will'
 'not' 'speak' '..' '..' '.' 'it' ""'s"" 'true' 'u' 'r' 'champion' '..' '.'
 'salute' 'to' 'your' 'mom']","['lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1']"
"['Har' 'subha' 'aiina' 'pe' 'uski' 'nazar' 'ate' 'ate' 'hai' 'Har'
 'shaamraat' 'CHAND' 'pe' 'uski' 'nazar' 'ate' 'hai' 'Har' 'tare' 'pe'
 'ussi' 'ke' 'naam' 'hi' 'nazar' 'ate' 'hai' 'Har' 'roze' 'akhir' 'mujhe'
 'nid' 'kyu' 'nahiiii' 'ate' 'hai']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
"['welcome' 'to' 'NY' 'Ms.' 'Priyanka' 'Chopra' 'hope' 'you' ""'re"" 'Diwali'
 'is' 'alright' '.' 'Peace' 'to' 'your' 'family']","['lang1' 'lang1' 'name' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'name'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1']"
['tereko' 'india' 'me' 'nehi' 'rehena' 'chahia'],['lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2']
"['KYA' 'SALMAN' 'BHAI' 'AAP' 'APNA' 'PROFILE' 'PIC' 'KYU' 'NAHI' 'CHANGE'
 'KARTE' '..' '..' '..']","['lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang1' 'lang2' 'other' 'other' 'other']"
"['Mahi' 'is' 'the' '#one_' '&_only' 'Thalaivar' 'of' 'world' 'cricket'
 '..']",['name' 'lang1' 'lang1' 'lang1' 'lang1' 'fw' 'lang1' 'lang1' 'lang1' 'other']
"['Oh' 'bumrah' 'team' 'k' 'liye' '6' 'run' 'nahi' 'bna' 'sake' 'aur'
 'photo' 'khichwa' 'rhe' 'ho' ':-(' ':-/' ':-/' ':-/']","['other' 'name' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other'
 'other']"
['inc' 'is' 'the' 'dna' 'of' 'india'],['name' 'lang1' 'lang1' 'lang1' 'lang1' 'name']
['Hi' 'Salman' 'Khan' 'My' 'birthday' 'Plz' 'Reply'],['lang2' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1']
"['hgya' 'kabada' '..' 'sis' 'bro' 'ke' 'relation' 'ko' 'to' 'baksh' 'dete'
 'yaar' '.....' 'chal' 'chodo' 'tmhare' 'galti' 'ni' 'hai' '.....'
 'harmonal' 'disorder' 'hai' 'dono' 'me' ':p']","['lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other']"
"['If' '#LFC' 'want' 'to' 'take' 'anything' 'from' 'this' 'game' 'it'
 'should' 'be' 'Moscow' '’s' 'Goalie' '’s' 'both' 'of' 'them' 'made'
 'more' 'save' 'today' 'than' 'Karius' '&' 'migs' '#Clueless']","['lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1']"
['he' 'will' 'live' 'in' 'his' 'songs'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['Its' 'nice' 'to' 'see' 'u' 'enjoy' 'other' 'sports' 'aside' 'from'
 'cricket' '.' 'I' 'ENJOY' 'CRICKET' '..' '..' 'Mwah']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other']"
"['@IndiaSpeaksPR' '@kailashkaushik8' 'Opposition' 'ke' 'Muh' 'se' 'khana'
 'cheen' 'raheho' '..' 'Bahut' 'na' 'insaafi' 'huwa' 'he' '.']","['other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
"['Great' 'deal' 'PM' 'Modi' 'Jii' '.' 'S-too' 'will' 'boost' 'our'
 'security' 'and' 'our' 'anti' 'missile' 'power' '.' 'Jai' 'Hind' '.']","['lang1' 'lang1' 'lang1' 'name' 'lang2' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2'
 'lang2' 'other']"
"['Cena' 'which' 'time' 'or' 'day' 'or' 'date' 'u' 'come' 'india' ','
 'please' 'tell' 'me' '&' 'ur' 'indian' 'fans' ',' 'huge' 'following' 'of'
 'urs' 'in' 'india' 'tell' 'to' 'them' '#AskCena' '#INBOUND17']","['name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
"['@avarakai' '@IncomeTaxIndia' 'Same' 'case' 'with' 'me' 'filed' 'on' '5'
 'aug']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'name']"
"['Chalo' 'ishq' 'e' 'nikhah' 'karle' 'Dehaz' 'me' 'mai' 'apni' 'saare'
 'khushiya' 'le' 'Aaungi' 'Meher' 'me' 'tum' 'apne' 'sare' 'gum' 'de'
 'dena' '..' '.' 'luv' 'u' 'my' 'luv']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1']"
"['Leutient' 'Colonel' 'Mahendra' 'Singh' 'Dhoni' '..' 'Best' 'Captain'
 'Ever' 'in' 'Indian' 'Cricket' '..' '.']","['lang1' 'lang1' 'name' 'name' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'other']"
"['Aamir' 'bhai' 'ne' 'thik' 'kaha' 'k' 'larkiyan' 'kisi' 'bhi' 'mamle'
 'main' 'larkon' 'se' 'kam' 'nahi' 'hain' '.' 'or' 'ye' 'bat' 'in'
 'coming' 'movie' 'main' 'bhi' 'batai' 'gai' 'he' '.' 'Wese' 'man.na'
 'pare' 'ga' 'aamir' 'bhai' 'ko' 'is' 'wakat' 'poore' 'bollywood' 'main'
 'un' 'k' 'muqable' 'ka' 'koi' 'bhi' 'hero' 'nahi' 'you' 'are' 'the' '..'
 'MEGA' 'STAR' '..' 'LOVE' 'YOU' 'AGAIN']","['name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'other' 'lang2'
 'lang1' 'other' 'lang1' 'lang1' 'lang1']"
['@ICC' 'rubbish' '.'],['other' 'lang1' 'other']
"['@sarcastic_singh' 'Yeah' 'that' ""'s"" 'what' 'I' 'did' 'the' 'first'
 'place' '.' ':)']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
['@lovely_manisha' 'How' 'are' 'you' 'Princess'],['other' 'lang1' 'lang1' 'lang1' 'lang1']
"['Sir' 'plssss' 'ssc' 'gd' 'ka' 'result' 'jaldi' 'declear' 'karaye'
 'plsssss']","['lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2'
 'lang1']"
"['Also' ',' 'Shakuntalam' 'instead' 'of' 'Shaakuntalam' '(' 'or'
 'Shaakuntalaavanyam' ',' 'to' 'be' 'precise' ')' '.' 'There' 'are'
 'published' 'glossaries' 'for' 'this' ',' 'available' 'free' '!']","['lang1' 'other' 'name' 'lang1' 'lang1' 'name' 'other' 'lang2' 'name' 'other'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other']"
['y' 'jacket' 'mujhe' 'dedo' 'sallu'],['lang2' 'lang1' 'lang2' 'lang2' 'lang2']
"['Very' 'nice' 'sir' 'koi' 'bhi' 'desh' 'tabhi' 'aage' 'ja' 'sakta' 'hai'
 'jab' 'financial' 'and' 'militry' 'strong' 'ho' '.' 'AND' 'MAKE' 'IN'
 'INDIA' 'KO' 'AAGE' 'KARNE' 'KE' 'LIYE' 'DHANYABAD']","['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other'
 'lang1' 'lang1' 'lang1' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
['@Bryce_LFC' 'A' 'new' 'team' '??'],['other' 'lang1' 'lang1' 'lang1' 'other']
"['Virat' 'thank' 'for' 'god' 'and' 'very' 'tie' 'game' 'in' 'delhi' 'and'
 'so' 'happy' 'congurlaction' 'for' 'team' 'India' 'and' 'how' 'it' 'will'
 'be' 'rest' 'of' 'the' 'tournament' 'and' 'so' 'happy' 'for' 'last' '3rd'
 'odi' 'and' 'next' 'Sunday' 'after' 'noon' '1:30' 'gmt' '.' 'god' 'by'
 'wall' 'tonight' 'performose' '.' 'take' 'look' 'good' 'nigh' 't.t' 'han'
 'k' 'u' 'virat' ',' '&' 'sorag' 'and' 'nahi' 'such' '@18' 'star' 'plus'
 '.']","['name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1'
 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1'
 'name' 'other' 'other' 'lang2' 'lang1' 'lang2' 'lang1' 'other' 'name' 'name'
 'other']"
"['Not' 'happy' 'with' 'walker' '’s' 'performance' 'so' 'far' 'in' 'the'
 'game' 'needs' 'to' 'put' 'more' 'pressure' 'while' 'defending' 'some'
 'easy' 'crosses' 'were' 'not' 'stopped' '#mcfc']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name']"
['Amitabh' 'nearest' 'meaning' 'baghban'],['name' 'lang1' 'lang1' 'name']
"['Priyanka' 'ji' ',' 'Can' 'you' 'send' 'it' 'to' 'me']",['name' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['Nice' 'Salooo' 'bahiiii' 'Following' 'The' 'idea' 'of' 'Great' 'Leader'
 'Imran' 'khan']","['lang1' 'name' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'name']"
['@pehps_' 'Depends' '..' '.'],['other' 'lang1' 'other' 'other']
"['Arey' 'Bhai' 'Kaunsa' 'Chutiya' 'Rahane' 'Ko' 'Opening' 'Mein' 'Bheja'
 'Bai' 'Ye' 'Oneday' 'Hain' 'Test' 'Nahi' 'Koi' 'Samjao' 'Usse' '..' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'name' 'lang2' 'lang1' 'lang2' 'name' 'name'
 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
"['@BeingSalmanKhan' 'hi' 'salmankhan' 'my' 'dream' 'see' 'you' 'i' 'am'
 'irani' 'i' 'love' 'you' 'i' 'go' 'to' 'india' 'summer' 'for' 'you' 'i'
 'am' 'a' 'muslim' 'you' 'are' 'my' 'motivation']","['name' 'lang2' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1']"
"['My' 'friend' 'is' 'your' 'biggest' 'friend' 'virat' 'by' 'this' 'I'
 'also' 'jeless' 'but' 'it' 'true' 'because' 'aap' 'iske' 'huckdaar' 'ho']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2']"
['@hero_raheem' 'Thanks' '!' 'God' 'Bless' '!'],['other' 'lang1' 'other' 'lang1' 'lang1' 'other']
"['She' 'is' 'found' 'running' 'on' 'road' 'at' 'model' 'town' 'place' 'in'
 'new' 'delhi' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'name' 'other']"
"['#343' ':' 'I' 'have' 'a' 'huge' 'crush' 'on' 'a' 'gal' 'who' 'is' 'in'
 'EE' '2nd' 'year' '.' 'I' ""don't"" 'know' 'her' 'name' '.' 'I' 'want' 'to'
 'go' 'ahead' 'but' 'I' ""don't"" 'know' 'how' '!' 'Please' 'help' 'me'
 'machaoo' 'seniors' 'of' 'IITB' '.']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'other']"
['Sabse' 'best' 'actor' 'amir' 'khan'],['lang2' 'lang1' 'lang1' 'name' 'name']
"['@RetardEngineer' 'I' 'guess' 'so' '..' '.' 'still' 'to' 'explore' 'more'
 'things' 'so' 'yeah' '!']","['other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['@YousefErakat' 'Yo' 'nice' 'biceps' '🔥'],['other' 'other' 'lang1' 'lang1' 'other']
['I' 'tough' 'he' 'was' 'Donald' 'Trump'],['lang1' 'lang1' 'lang1' 'lang1' 'name' 'name']
['Dua' 'krugi' 'ki' 'next' 'pm' 'v' 'ap' 'hi' 'ho' 'aur' 'hoge' 'v'],"['lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2']"
"['Language' 'barriers' '.' 'Any' 'species' 'of' 'the' 'above' 'mentioned'
 'group' 'who' 'can' 'speak' 'hindi' 'passably' 'well' 'will' 'have' 'a'
 'very' 'diverse' 'friend' 'circle' '@' 'iitb' '.']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'name' 'other']"
"['M' 'too' 'narela' 'm' 'rahta' 'hu' '.......' 'or' 'app' '?' 'ritu' 'ji'
 '....']","['lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'other' 'name' 'lang2' 'other']"
"['#200' ':' 'I' 'want' 'to' 'confess' 'that' 'I' 'am' 'a' 'total' 'loser'
 '.' 'I' 'saw' 'the' 'most' 'beautiful' 'girl' 'during' 'Techfest' 'and'
 'followed' 'her' 'to' 'the' 'bus' 'stop' 'as' 'she' 'was' 'leaving'
 'campus' '.' 'As' 'much' 'as' 'I' 'wanted' 'to' 'talk' 'to' 'her' 'and'
 'get' 'to' 'know' 'her' ',' 'I' 'did' 'not' '.' 'She' 'got' 'in' 'Bus'
 '422' 'and' 'left' '.' 'The' 'same' 'thing' 'happened' 'the' 'next' 'day'
 'and' 'I' 'followed' 'her' 'again' 'to' 'the' 'bus' 'stop' '.' 'This'
 'would' 'have' 'been' 'the' 'perfect' 'chance' 'for' 'me' 'to' 'talk'
 'to' 'her' 'but' 'I' 'was' 'so' 'busy' 'eating' 'my' 'bar-one' 'and'
 'being' 'a' 'loser' 'that' 'I' ""didn't"" '.' 'After' 'a' 'while' ',' '422'
 'arrived' 'and' 'I' 'did' 'not' 'even' 'get' 'on' 'the' 'bus' '.' 'I'
 'am' 'such' 'a' 'loser' '...']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
"['Virat' 'you' 'biggest' 'match' 'winner' 'in' 'the' 'world' 'important'
 'to' 'yh' 'hai' 'ki' 'apa' 'hmari' 'indian' 'team' 'ho' 'aur' 'aisa'
 'nhi' 'ki' 'hmari' 'team' 'me' 'match' 'winner' 'nhi' 'hai' 'but' 'apa'
 'sbse' 'jyada' 'important' 'ho' 'because' 'you' 'are' 'the' 'match'
 'winner' 'gn' '.']","['name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'name' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['Mahan' 'actor' 'in' 'india'],['lang2' 'lang1' 'lang1' 'name']
"['mai' 'ncc' 'cadat' 'hoo' 'pakistan' 'valo' 'sabhal' 'jao' 'nahi' 'to'
 'jis' 'din' 'bharat' 'ne' 'jang' 'kar' 'dee' 'us' 'din' 'pakistan'
 'tabahi' 'hogi']","['lang2' 'name' 'lang1' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'name'
 'lang2' 'lang2']"
['@gnash' 'Same' 'fam'],['other' 'lang1' 'lang1']
['Very' 'naic' 'salo' 'je'],['lang1' 'lang1' 'name' 'lang2']
['bekar' 'h' 'ye' 'game' 'bhai'],['lang2' 'lang2' 'lang2' 'lang1' 'lang2']
"['It' ""'s"" 'been' 'a' 'long' 'journey' 'Mahi' 'for' 'you' 'to' 'watch'
 'that' '..' '..' 'carry' 'on']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1']"
['dudhu' 'pila' 'deti' 'to' 'best' 'hota' '..' '.'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'other']
"['congress' 'ko' 'jab' 'har' 'ka' 'khatara' 'mandraya' ',' 'to' 'fir' 'se'
 'sampradayikta' 'ka' 'shor' 'machaya' 'ye' 'to' 'wahi' 'bat' 'hui' '-'
 'sher' 'aaya' ',' 'sher' 'aaya']","['name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2']"
['modi' 'kick' 'in' 'banana' 'shoot'],['name' 'lang1' 'lang1' 'lang1' 'lang1']
"['Janamdin' 'ki' 'anek' 'anek' 'shubkamnaye' '..' '..' '..' 'Stay'
 'blessed' '..' '..' 'Uddit' 'Sadhh']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'lang1'
 'lang1' 'other' 'other' 'name' 'lang2']"
"['poor' 'hindu' 'and' 'poor' 'muslim' 'do' 'not' 'want' 'to' 'fight'
 'each' 'other' 'but' 'they' 'want' 'to' 'fight' 'poverty']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
"['@kronosVB' 'Work' 'is' 'fun' '.' 'Studying' 'would' 'best' 'be'
 'answered' 'by' 'said' 'persons' 'parents' '.']","['other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['love' 'u' 'vai' 'jan'],['lang1' 'lang1' 'lang2' 'lang2']
"['@gary_hensel' 'Hahaha' '!' '😂' 'true' '.' 'Learning' 'the' 'art' 'of'
 'silence' 'albeit' 'comes' 'late' '!']","['other' 'other' 'other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
